Column,dipl,HS_corr,HS_persname,persname,HS_persname_check,HS_comment,HS_link,dipl_ctx_lr15,pb_n,doc,dipl-ids
295,Chryſippus,,Chrysippos von Soloi,Chrysippos_von_Soloi,true,Name,,"erſten beſchrieben hab / The- miſon den Wegerich / Muſcus vnd Heſiodus das Bergpolium / Chryſippus , Dieuches vnd Cato das Koͤlkraut / Zeno ein Stoicus die Cappern / Antinomachus den",NaN,NeuwKreuterbuch-VR_1588_Theodorus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40188', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40189_virtualSpan']"
296,Chryſippo,,Chrysippos von Soloi,Chrysippos_von_Soloi,true,Name,,wolryechen . Jſt etwan hoch vermaledeyet worden / vnd ver haſſet gemacht von dem heyde Chryſippo / welcher jm zůlegte / das es dem mag ⸗ en / augen / vnnd,CCXLV,ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sSpan25035', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sTok25036_virtualSpan']"
297,Clymene,persname anpassen,König Clymenus (?),Clymenus,false,keine eindeutige Zuordnung gelungen,,erfun⸗ den / die Waſſer Bethonien / ſonst Bachſchaum genannt / iſt von dẽ Koͤnig Clymene erfun⸗ den vnd / nach ſeinẽ Namen Clymenum noch auff den heutigen Tag geheiſſen .,NaN,NeuwKreuterbuch-VR_1588_Theodorus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40217', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40218_virtualSpan']"
298,Clymeno,persname anpassen,König Clymenus (?),Clymenus,false,keine eindeutige Zuordnung gelungen,,"vnd dadurch jre Namen in gedaͤchtnuſz erhalten worden ? was wiſte man von Gentio , Clymeno , Mithridate , Lyſimacho , den loͤbli⸗ chen Koͤnigen / wañ ſie ſich der Kreuter",NaN,NeuwKreuterbuch-VR_1588_Theodorus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40228', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40229_virtualSpan']"
299,GESN.,,Conrad Gessner,Conrad_Gessner,true,Kürzel,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=74650,"2. p. 467 . MONT. prodr. p. 64 . SEGUIER. veron. I. p. 359 . GESN. faſc. I. p. 120. t. 3. f. 20 . Gramen caninum maritimum ſpicatum , echinatis",45,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31857', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31858_virtualSpan']"
300,Roſzbachs,persname anpassen,Konrad Roßbach,Conrad_Roßbach,false,Name,,/ der Hoff⸗ nung / es werde jhm jedermann / bey⸗ des obgemeldtes Herrn Roſzbachs wolgemeynte Arbeit / wie auch mei⸗ nen angewendten zimblichen Ko⸗ ſten / gefallen laſſen /,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16207', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16208_virtualSpan']"
301,Conradum Roſzbach /,persname anpassen,Konrad Roßbach,Conrad_Roßbach,false,Name,,ſich niemand finden woͤllen / hab ich zu⸗ letzt den Ehrwirdigen vnd Wolge⸗ lehrten Herrn Conradum Roſzbach / Pfarrherrn zu S. Johanns Berg in der Wetteraw / vermoͤgt vnd er⸗ betten / dieſe,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok1649_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok1650_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok1651_virtualSpan']"
302,Conrad Weiſ⸗ ſen/,persname anpassen,Conrad Weiß von Limpurg,Conrad_Weisen,false,"einziger Sohn namens ""Conrad"" von Georg Weiß von Limpurg (d. Ä.)",https://www.lagis-hessen.de/de/subjects/idrec/sn/bio/id/5202,"I v - S T I N A , von Weiland dem Ehrn⸗ veſten Junckherrn Conrad Weiſ⸗ ſen/ / Euwer E. vnd T. Vielgeliebtes Herrn Brudern / vnnd ſeiner Hauſz⸗ frawen ſeligen /",NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2075_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2076_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2077_virtualSpan']"
303,Keyſer Conſtantino,persname anpassen,Kaiser Konstantin I. (Römisches Reich),Constantinus,false,vermtl. Kaiser Konstantin I. - das erwähnte Buch von Florentinus über den Feldbau (Geoponika) stammt aus dem 3. Jh,https://referenceworks.brillonline.com/entries/der-neue-pauly/florentinus-e413050,die febriſche Hitz / ſo man jnen den Ruͤckgrad mit ſchmieret . Florentinus bey dem Keyſer Conſtantino in ſeinem Buch von den Feldbaw / ſchreibet / wann man Beyfuſz vmb die Gaͤrten,44,NeuwKreuterbuch_1588_Theodorus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok8630_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok8631_virtualSpan']"
304,Keyſer Conſtantinus,persname anpassen,Kaiser Konstantin I. (Römisches Reich),Constantinus,false,vermtl. Kaiser Konstantin I. - das erwähnte Buch von Florentinus über den Feldbau (Geoponika) stammt aus dem 3. Jh,https://referenceworks.brillonline.com/entries/der-neue-pauly/florentinus-e413050,eyn / vnd be⸗ harr das ſieben tag an einander / es hilfft . Der Keyſer Conſtantinus in ſeinem Buch von dem Feldbaw / lib. 17. cap. 20. heiſſet / ſo die,40,NeuwKreuterbuch_1588_Theodorus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok5317_virtualSpan', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok5318_virtualSpan']"
305,Conſtantinus,persname anpassen,Constantinus Africanus,Constantinus,false,Er führte in Europa die arabisierte Medizin der Griechen ein.,https://de.wikipedia.org/wiki/Constantinus_Africanus,gibt die erfarung / die beſchreibung vnnd abmalung der alten / das bezeügen mit mir Conſtantinus vnd Manardus ferrari⸗ enſis lib. 6. Epiſtol. Epiſt. octana . Was nun Petroſelinum oder Petra,cxxxvij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24870', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24871_virtualSpan']"
306,Conſtantinus,persname anpassen,Constantinus Africanus,Constantinus,false,Er führte in Europa die arabisierte Medizin der Griechen ein.,https://de.wikipedia.org/wiki/Constantinus_Africanus,machett es vnkeüſche ⸗ Man behelt den campfer in marmelin vaſz oder in alabaſter Aber Conſtantinus ſpricht es ſey ein ba um zeher vnd Auicenna es ſeÿ eins baums ſafft vnd,NaN,BuchDerNatur-Canamellis_1482_vonMegenberg,"['RIDGES_Herbology_Version9.0/BuchDerNatur-Canamellis_1482_vonMegenberg#sSpan30729', 'RIDGES_Herbology_Version9.0/BuchDerNatur-Canamellis_1482_vonMegenberg#sTok30730_virtualSpan']"
307,Cuſpiniani,persname anpassen,Johannes Cuspinian,Cuspianus,false,"""war Humanist, Dichter und Diplomat in habsburgischen Diensten""",https://de.wikipedia.org/wiki/Johannes_Cuspinian,ter ſo weit kommen / daſz er auch die allergelehrteſte Medicos ſeiner Zeit nach deſz Cuſpiniani Zeugnuſz vbertroffen hat . Vnd wer wolte zu ſolcher Kunſt nicht luſt haben / vnd,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sSpan20090', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok20091_virtualSpan']"
308,Herrn D.,Fehler in dipl,Christian Gottlieb Ludwig,D.,false,"Carl von Linné hat Samen von ""Herrn D. und Prof. Ludwig"" erhalten

Briefwechsel Linné (1744): ""Christian Gottlieb Ludwig""",https://sv.wikisource.org/wiki/Bref_och_skrifvelser_af_och_till_Carl_von_Linn%C3%A9/638#cite_note-B638-1-1,"Ritters von Linné * ) berufen kann , der den Saamen von unſerm hoch⸗ verdienten Herrn D. und Prof. Ludwig erhalten hatte . *** ) Panicum germanicum five panicula minore . BAUH.",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2075_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok2076_virtualSpan']"
309,D. HENRICI KELNERI,persname anpassen,Heinrich Kellner,D._Henicikelneri,false,"""1574 wurde er Stadtsyndikus neben Johann Fichard und Arnold Engelbrecht. Kellner übernahm wichtige diplomatische Funktionen der Reichsstadt Frankfurt;""",https://de.wikipedia.org/wiki/Heinrich_Kellner_(Jurist),"Tugendtreichen Frauwen MARGA- RETHÆ Kellnerin / gebornen Newhaͤuſe⸗ rin / deſz Ehrnveſten vnnd Hochgelehrten Herrn D. HENRICI KELNERI , dieſer Stadt Syndici , Ehelichen Hauſzfrawen . GOttes Gnad vñ Se⸗ gen / beneben",NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok60_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok61_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok62_virtualSpan']"
310,D. Loͤſel,persname anpassen,Johann Lösel,D._Lösel,false,"Flora Prussica, Sive Plantae In Regno Prussiae Sponte Nascentes, 1703
",https://katalog.ub.uni-heidelberg.de/titel/1797929,"mit dem Gramen mannæ 2. DOD. oder Panicum crus galli verwech⸗  selt **** ) ; D. Loͤſel , welcher in ſeiner preuſziſchen Flora ***** ) eine mit⸗  telmaͤſzige Figur davon giebt ,",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1887_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1888_virtualSpan']"
311,D. Luther,persname anpassen,Martin Luther,D._Luther,false,siehe Kontext,,viel betrogen / und jhre Vermeſſenheit hat viel geſtuͤrtzt . Denn die ſich ( ſagt D. Luther am Randt ) eyndringen / da ſie vngeſchickt vnd vnberuffen ſind / da muſz zu,NaN,HortulusSanitatis-VR_1609_Uffenbach,"['RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2569_virtualSpan', 'RIDGES_Herbology_Version9.0/HortulusSanitatis-VR_1609_Uffenbach#sTok2570_virtualSpan']"
312,DALIB.,persname anpassen,Thomas François Dalibard,Dalib.,false,"Thomas François Dalibard (1703–1779), französischer Naturforscher",https://de.wikipedia.org/wiki/Wikipedia:Redaktion_Biologie/Liste_von_Botanikern_und_Mykologen_nach_Autorenk%C3%BCrzeln/D,"GOÜAN. h. monſp. 514 . Cenchrus panicula ſpicata . GUETT. obſerv. I. p. 188 . DALIB. pariſ. 305 . Agroſtis panicula ſpicata , glumis echinatis . GERARD. fl. gallopr. p. 83",45,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31847', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31848_virtualSpan']"
313,Hopp.,,David Heinrich Hoppe,David_Heinrich_Hoppe,true,Kürzel,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1770,"Bauh. hist. 3. p. 184 . Buxb. Halens. p. 26 Dill. Gies. p. 158 . Hopp. Flor. Ger. p. 119 . Volck. Norimb. . p. 45 . Gemeiner Beyfuſs , Beywich",NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16733', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16734_virtualSpan']"
314,Hoppe,,David Heinrich Hoppe,David_Heinrich_Hoppe,true,Kürzel,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1770,officinarum seu dioscoridis . C. Bauh. pin. p. 138 . Buxb. Halens. p. 2 . Hoppe Flor. Ger. p. 119 . Rupp. Jen. p. 196 . Volck. Norimb. p. 3 .,NaN,GetreueDarstellungUndBeschreibung_1809_Hayne,"['RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sSpan16719', 'RIDGES_Herbology_Version9.0/GetreueDarstellungUndBeschreibung_1809_Hayne#sTok16720_virtualSpan']"
315,Herr Dean,persname anpassen,Samuel Dean (?),Dean,false,vllt. Samuel Dean; aber 'New England' & Werk von 1790 - Lebensdaten 1733-1814,https://zsr.wfu.edu/2016/the-new-england-farmer-or-georgical-dictionary-by-samuel-deane-2nd-edition-1797/,"es ſehr gern freſſen und davon gut gedeihen . Ein gewiſſer Landwirth in England , Herr Dean , hat bloſz mit dem Graſe , welches auf einem beſtaͤndig unter Waſſer gelegenen Stuͤcke",39,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1067_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1068_virtualSpan']"
316,Deckero,persname anpassen,Frederick Dekkers,Decker,false,Praxis Barbettiana cum notis Fred. Deckers (1669),https://www.digitale-sammlungen.de/de/view/bsb10470584,", auch von vielen erfahrnen Medicis , als Joele in Praxi , Petræô Diſſ. Noſolog. Deckero in Com. ad Barb. Praxin , Ettmüllero in Com. Schrœd. und vielen andern gegen die",464,ViridariumReformatum_1719_Valentini,"['RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sSpan18325', 'RIDGES_Herbology_Version9.0/ViridariumReformatum_1719_Valentini#sTok18326_virtualSpan']"
317,Herrn Deliste,persname anpassen,Herr Delisle,Deliste,false,"Herr Delisle, Assoziierter der 'Société royale d'agriculture de la généralité de Paris'

offenbar aus Corbeil

keine weiteren Informationen gefunden",https://gallica.bnf.fr/ark:/12148/bpt6k58461660,"der zu mancherley Misverſtande Anlaſz gegeben hat . Er hat ſich dadurch den Widerſpruch deſ Herrn Deliste * ) , des Ver⸗ faſſers der Elemens du Commerce und anderer zugezogen , welche",NaN,BeschreibungDerGraeser-c27-31_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2019_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok2020_virtualSpan']"
318,H. Bern⸗ hardus,persname anpassen,Bernhard von Clairvaux,der_heilige_Bernhard,false,Kloster Clairvaux = erwähntes Kloster,https://de.wikipedia.org/wiki/Kloster_Clairvaux,in dem Linganenſiſchen Bezirck / nicht weit von dem Fluſz Alba ligend / allwo der H. Bern⸗ hardus Abt ware / iſt von alters her Wer⸗ muth⸗thal genennet worden / dieweil man allda,659,TheatrumBotanicum_1696_Verzascha,"['RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok531_virtualSpan', 'RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok532_virtualSpan', 'RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok533_virtualSpan']"
319,Dieuches,,Dieuches,Dieuches,true,"""Arzt aus der dogmatischen Schule (Gal. XI 163), Lehrer des Numenios aus Herakleia (Athen. I 5 a), lebte zu Beginn des 3. Jhdts.
[...]
Den Kohl hatte er besonders als Heilmittel gerühmt""",https://de.wikisource.org/wiki/RE:Dieuches_3,"hab / The- miſon den Wegerich / Muſcus vnd Heſiodus das Bergpolium / Chryſippus , Dieuches vnd Cato das Koͤlkraut / Zeno ein Stoicus die Cappern / Antinomachus den Staudenklee Cyti-",NaN,NeuwKreuterbuch-VR_1588_Theodorus,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40189', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40190_virtualSpan']"
320,Diodorus,persname anpassen,Diodorus (?),Diodoros,false,"kein Hinweis auf/bei Diodorus (Siculus) gefunden

Eventl. Bezug auf Dioskurides: de materia medica, Bd.2 Kap. 170: ""bringt Würmer hervor""",https://archive.org/details/despedaniosdios00pedagoog/page/228/mode/2up?view=theater&q=bas,etwan hyn / ſo kummen darzů alle ſcorpionen die in der ſelbigẽ naͤhe ſeind . Diodorus hyelte / das es auch leüſz machte . Es iſt auch der brauch bey den,CCXLV,ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sSpan25036', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sTok25037_virtualSpan']"
321,D. Schwenfeld,Fehler in dipl & persname,Caspar Schwenckfeld,Dirslaus_von_Schwenkfeld,false,"""Deutscher Mediziner und Naturforscher; Promotion 1587 in Basel; Arzt in Greiffenberg; Stadtphysikus in Hirschberg; ab 1605 Stadtphysikus in Görlitz""

Stirpium et fossilium Silesiae catalogus (1601)",https://kalliope-verbund.info/de/eac?eac.id=124153011,"aquaticum fluitans multiplici fpica C. B. sey , theils mit andern Graͤſern verwechſelt ; wie D. Schwenfeld , einer der erſten , die des Mannagraſes gedenken , der es in ſeinem Verzeichniſſe",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1852_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1853_virtualSpan']"
322,Vill.,,Dominique Villars,Dominique_Villars,true,Kürzel,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=485,"und 2 in Nordamerika . A. arborescens L. im Mittelmeergebiet , strauchig . A. camphorata Vill. in den Gebirgen von Spanien u. Frank- reich bis Ungarn , Halbstrauch von stark kampferartigem",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23570', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23571_virtualSpan']"
323,Vill.,,Dominique Villars,Dominique_Villars,true,Kürzel,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=485,"und Nordafrika bis Kaschmir und Sibirien , dient zur Bereitung des Absynth . A. Mutellina Vill. ( rasig mit einfachen Stengeln und traubig-ährigem Blütenstand ) , häufige Alpenpfl. 572. Crossostephium Less.",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23572', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23573_virtualSpan']"
324,Dr. HVLSE,persname anpassen,Edward Hulse,Dr._Hulse,false,"1682-1759

Physician in Ordinary to Queen Anne, George I and George II.

",https://en.wikipedia.org/wiki/Hulse_baronets,Uber⸗ ſchlag von den friſchen Blaͤttern mit ſchweinen Schmeer abgeſtoſſen wurde dem Herrn RAY von Dr. HVLSE ge⸗ ruͤhmt als ein Mittel wider das Schwellen der Mandeln und die Braͤune . vid.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok177_virtualSpan', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok178_virtualSpan']"
325,Dr. Hüttenſchmidts,persname anpassen,Karl Gustav Friedrich Hüttenschmid,Dr._Hüttenschmidt,false,"""In Zürich gründete er eine württembergische Schule der Pharmazie, diese wurde von seinem Sohn Karl Friedrich weitergeführt.""",https://de.wikipedia.org/wiki/Karl_Gustav_Friedrich_H%C3%BCttenschmid,"aſchgraue Farbe , einen harzigen Bruch haben und häufig mit Flechten bedeckt ſind . Nach Dr. Hüttenſchmidts Analyſe enthält ſie ein eigen⸗ thümliches Kali , Jamaicin genannt , gelben Farbeſtoff , Gummi",325,GemeinnuetzigesKraeuterbuch_1874_Siegmund,"['RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sTok4385_virtualSpan', 'RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sTok4386_virtualSpan']"
326,E. L.,persname anpassen,Michael Meyenburg,E._L._Williger,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,/ Wol⸗ weiſer / gebietẽder Herr vñ Goͤnner / meine gantz wil⸗ lige dienſt ſein E. L. allzeit voran bereitet . Dieweil ich offt bey mir bedacht / die manigfaltige wol⸗ that,2,Experimenta-VR_1550_Schellenbeg,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok42_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok43_virtualSpan']"
327,E. L.,persname anpassen,Michael Meyenburg,E._L._Williger,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,bewerten Kuͤn ſten tragen / durch welche den den altẽ Spruch / das vndanckbarkeit das groͤſte Laſter ſey / ſo weiſz ich das E. L. vornemlich ein groſz wolgefallen zů guͤten,2,Experimenta-VR_1550_Schellenbeg,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok92_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok93_virtualSpan']"
328,E. L,persname anpassen,Michael Meyenburg,E._L._Williger,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,mir bedacht / die manigfaltige wol⸗ that / ehr vnd gunſt / ſo mir von E. L / inſon⸗ derheit vormals begegnet / vnd darneben den altẽ Spruch / das vndanckbarkeit das,2,Experimenta-VR_1550_Schellenbeg,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok67_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok68_virtualSpan']"
329,E. L. W.,persname anpassen,Tarquinius Schnellenberg,E._L._Williger,false,"E. L. W. = Euer Liebden Williger [Tarquinius Schnellenberg]
Siehe Ende der Vorrede",https://d-nb.info/gnd/177358696,ſchaͤdlich vnnd nachtheilig den armen nottuͤrfftigen geachtet . Der dienſtlichen bit⸗ te / vnd zuuerſicht E. L. W. woͤllen ſich ſol⸗ chen geringen dienſt vnd arbeit wolgefallen / mich vnd diſz Buͤchlein,3,Experimenta-VR_1550_Schellenbeg,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok437_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok438_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok439_virtualSpan']"
330,E. L.,persname anpassen,Michael Meyenburg,E._L._Williger,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,vnd diſz Buͤchlein E. L. befohlen ſein laſſen / Den Allmechtigen bittend / er woͤlle E. L. inn hoͤchſter geſundheit vnd wolfarht lange zeit erhalten vnd bewahren . Datum Tremonie / Pridie,3,Experimenta-VR_1550_Schellenbeg,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok466_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok467_virtualSpan']"
331,E. L.,persname anpassen,Michael Meyenburg,E._L._Williger,false,"Widmung für / Anrede von Michael Meyenburg

E. L. = Euer Liebden [i. S. v. 'mein lieber']",https://de.wikipedia.org/wiki/Michael_Meyenburg,woͤllen ſich ſol⸗ chen geringen dienſt vnd arbeit wolgefallen / mich vnd diſz Buͤchlein E. L. befohlen ſein laſſen / Den Allmechtigen bittend / er woͤlle E. L. inn hoͤchſter geſundheit,3,Experimenta-VR_1550_Schellenbeg,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok454_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok455_virtualSpan']"
332,E. Pankov,persname anpassen,Thomas Panckow,E._Pankov,false,"""E."" = Teil von ""z. E."" (zum Einen)

Herbarium Portatile, Oder Behendes Kräuter- und Gewächs-Buch [...]; Thomas Panckow; 1654",http://resolver.staatsbibliothek-berlin.de/SBB0000A4FC00000000,"thun , geben zum Theil das Gra- men dactylon eſculentum C. B. an ; z. E. Pankov * ) , welcher dieſes Gras in ſeinem botaniſchen Werke als das rechte Mannagras vorſtellig",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1769_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok1770_virtualSpan']"
333,Gmelin,,Eberhard Gmelin,Eberhard_Gmelin,true,Name,,", herzſtärkende Kräfte zuge⸗ ſchrieben . Aeuſzerlich wird ſie auf bösartige Ge⸗ ſchwüre angewandt . Gmelin ſagt : &quot; Die Wurzel kann als ein zerteilendes Mittel in Geſchwülſten , als ein",166,Kraeuterbuch_1914_Losch,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20256', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20257_virtualSpan']"
